Year,Age,Sex,Country,Population
2120, 35-39,Total,England,3823916.0
2120, 40-44,Total,England,3850218.0
2120, 45-49,Total,England,3838487.0
2120, 50-54,Total,England,3798648.0
2120, 55-59,Total,England,3763272.0
2120, 60-64,Total,England,3765508.0
2120, 65-69,Total,England,3804867.0
2120, 70-74,Total,England,3807206.0
2120, 75-79,Total,England,3648646.0
2120, 80-84,Total,England,3276007.0
2120, 85-89,Total,England,2758961.0
2120, 90-94,Total,England,2071159.0
2120, 95-99,Total,England,1138363.0
2120, 100 & over,Total,England,377787.0
2120,All ages,Total,England,67133171.0
