Year,Age,Sex,Country,Population
2072, 100 & over,Total,United Kingdom,124038.0
2072,All ages,Total,United Kingdom,74717257.0
2073,  0-4,Total,United Kingdom,3405792.0
2073,  5-9,Total,United Kingdom,3470734.0
2073, 10-14,Total,United Kingdom,3546290.0
2073, 15-19,Total,United Kingdom,3734041.0
2073, 20-24,Total,United Kingdom,4151872.0000000005
2073, 25-29,Total,United Kingdom,4444039.0
2073, 30-34,Total,United Kingdom,4457492.0
2073, 35-39,Total,United Kingdom,4329981.0
2073, 40-44,Total,United Kingdom,4281012.0
2073, 45-49,Total,United Kingdom,4310479.0
2073, 50-54,Total,United Kingdom,4434105.0
2073, 55-59,Total,United Kingdom,4827433.0
2073, 60-64,Total,United Kingdom,4857755.0
2073, 65-69,Total,United Kingdom,4421411.0
2073, 70-74,Total,United Kingdom,4011572.0
2073, 75-79,Total,United Kingdom,3848172.0
2073, 80-84,Total,United Kingdom,3430909.0
2073, 85-89,Total,United Kingdom,2583249.0
2073, 90-94,Total,United Kingdom,1555700.0
2073, 95-99,Total,United Kingdom,567338.0
2073, 100 & over,Total,United Kingdom,125156.0
2073,All ages,Total,United Kingdom,74794532.0
2074,  0-4,Total,United Kingdom,3416796.0
2074,  5-9,Total,United Kingdom,3479645.0
2074, 10-14,Total,United Kingdom,3542186.0
2074, 15-19,Total,United Kingdom,3713144.0
2074, 20-24,Total,United Kingdom,4124192.0
2074, 25-29,Total,United Kingdom,4435234.0
2074, 30-34,Total,United Kingdom,4482255.0
2074, 35-39,Total,United Kingdom,4357398.0
2074, 40-44,Total,United Kingdom,4284663.0
2074, 45-49,Total,United Kingdom,4306171.0
2074, 50-54,Total,United Kingdom,4372279.0
2074, 55-59,Total,United Kingdom,4778407.0
2074, 60-64,Total,United Kingdom,4871401.0
2074, 65-69,Total,United Kingdom,4505506.0
2074, 70-74,Total,United Kingdom,4002264.0
2074, 75-79,Total,United Kingdom,3845026.0
2074, 80-84,Total,United Kingdom,3440502.0
2074, 85-89,Total,United Kingdom,2620830.0
2074, 90-94,Total,United Kingdom,1579944.0
2074, 95-99,Total,United Kingdom,588533.0
2074, 100 & over,Total,United Kingdom,125351.0
2074,All ages,Total,United Kingdom,74871727.0
2075,  0-4,Total,United Kingdom,3426902.0
2075,  5-9,Total,United Kingdom,3489832.0
2075, 10-14,Total,United Kingdom,3541366.0
2075, 15-19,Total,United Kingdom,3695557.0
2075, 20-24,Total,United Kingdom,4096037.0000000005
2075, 25-29,Total,United Kingdom,4420371.0
2075, 30-34,Total,United Kingdom,4501269.0
2075, 35-39,Total,United Kingdom,4389077.0
2075, 40-44,Total,United Kingdom,4291440.0
2075, 45-49,Total,United Kingdom,4300626.0
2075, 50-54,Total,United Kingdom,4332965.0
2075, 55-59,Total,United Kingdom,4709682.0
2075, 60-64,Total,United Kingdom,4871731.0
2075, 65-69,Total,United Kingdom,4588387.0
2075, 70-74,Total,United Kingdom,4019251.0
2075, 75-79,Total,United Kingdom,3842309.0
2075, 80-84,Total,United Kingdom,3429462.0
2075, 85-89,Total,United Kingdom,2653677.0
2075, 90-94,Total,United Kingdom,1605210.0
2075, 95-99,Total,United Kingdom,616964.0
2075, 100 & over,Total,United Kingdom,126014.0
2075,All ages,Total,United Kingdom,74948129.0
2076,  0-4,Total,United Kingdom,3435709.0
2076,  5-9,Total,United Kingdom,3500871.0
2076, 10-14,Total,United Kingdom,3543592.0
2076, 15-19,Total,United Kingdom,3681341.0
2076, 20-24,Total,United Kingdom,4068457.0
2076, 25-29,Total,United Kingdom,4400948.0
2076, 30-34,Total,United Kingdom,4513475.0
2076, 35-39,Total,United Kingdom,4422207.0
2076, 40-44,Total,United Kingdom,4302581.0
2076, 45-49,Total,United Kingdom,4297038.0
2076, 50-54,Total,United Kingdom,4322290.0
2076, 55-59,Total,United Kingdom,4605000.0
2076, 60-64,Total,United Kingdom,4860226.0
2076, 65-69,Total,United Kingdom,4660953.0
2076, 70-74,Total,United Kingdom,4073618.0
2076, 75-79,Total,United Kingdom,3822344.0
2076, 80-84,Total,United Kingdom,3413393.0
2076, 85-89,Total,United Kingdom,2696991.0
2076, 90-94,Total,United Kingdom,1631390.0
2076, 95-99,Total,United Kingdom,643649.0
2076, 100 & over,Total,United Kingdom,127010.0
2076,All ages,Total,United Kingdom,75023083.0
2077,  0-4,Total,United Kingdom,3442878.0
2077,  5-9,Total,United Kingdom,3512351.0
2077, 10-14,Total,United Kingdom,3548501.0
2077, 15-19,Total,United Kingdom,3670468.0
2077, 20-24,Total,United Kingdom,4042319.0
2077, 25-29,Total,United Kingdom,4377821.0
2077, 30-34,Total,United Kingdom,4518980.0
2077, 35-39,Total,United Kingdom,4453735.0
2077, 40-44,Total,United Kingdom,4319267.0
2077, 45-49,Total,United Kingdom,4295834.0
2077, 50-54,Total,United Kingdom,4320269.0
2077, 55-59,Total,United Kingdom,4507576.0
2077, 60-64,Total,United Kingdom,4816424.0
2077, 65-69,Total,United Kingdom,4732632.0
2077, 70-74,Total,United Kingdom,4159656.0
2077, 75-79,Total,United Kingdom,3779766.0
2077, 80-84,Total,United Kingdom,3412677.0
2077, 85-89,Total,United Kingdom,2732743.0
2077, 90-94,Total,United Kingdom,1656533.0
2077, 95-99,Total,United Kingdom,667344.0
2077, 100 & over,Total,United Kingdom,128198.00000000001
2077,All ages,Total,United Kingdom,75095972.0
2078,  0-4,Total,United Kingdom,3448130.0
2078,  5-9,Total,United Kingdom,3523825.0
2078, 10-14,Total,United Kingdom,3555647.0
2078, 15-19,Total,United Kingdom,3663001.0
2078, 20-24,Total,United Kingdom,4018467.0
2078, 25-29,Total,United Kingdom,4351896.0
2078, 30-34,Total,United Kingdom,4517475.0
2078, 35-39,Total,United Kingdom,4482378.0
2078, 40-44,Total,United Kingdom,4341614.0
2078, 45-49,Total,United Kingdom,4297102.0
2078, 50-54,Total,United Kingdom,4320551.0
2078, 55-59,Total,United Kingdom,4423044.0
2078, 60-64,Total,United Kingdom,4776295.0
2078, 65-69,Total,United Kingdom,4757528.0
2078, 70-74,Total,United Kingdom,4262468.0
2078, 75-79,Total,United Kingdom,3757190.0
2078, 80-84,Total,United Kingdom,3417090.0
2078, 85-89,Total,United Kingdom,2741874.0
2078, 90-94,Total,United Kingdom,1691322.0
2078, 95-99,Total,United Kingdom,688293.0
2078, 100 & over,Total,United Kingdom,131143.0
2078,All ages,Total,United Kingdom,75166333.0
2079,  0-4,Total,United Kingdom,3451241.0
2079,  5-9,Total,United Kingdom,3534839.0
2079, 10-14,Total,United Kingdom,3564562.0
2079, 15-19,Total,United Kingdom,3658907.0
2079, 20-24,Total,United Kingdom,3997611.0
2079, 25-29,Total,United Kingdom,4324284.0
2079, 30-34,Total,United Kingdom,4508748.0
2079, 35-39,Total,United Kingdom,4507207.0
2079, 40-44,Total,United Kingdom,4369120.0
2079, 45-49,Total,United Kingdom,4301001.0
2079, 50-54,Total,United Kingdom,4316650.0
2079, 55-59,Total,United Kingdom,4362471.0
2079, 60-64,Total,United Kingdom,4728884.0
2079, 65-69,Total,United Kingdom,4772121.0
2079, 70-74,Total,United Kingdom,4345201.0
2079, 75-79,Total,United Kingdom,3752141.0
2079, 80-84,Total,United Kingdom,3419274.0
2079, 85-89,Total,United Kingdom,2755573.0
2079, 90-94,Total,United Kingdom,1723102.0
2079, 95-99,Total,United Kingdom,702826.0
2079, 100 & over,Total,United Kingdom,137985.0
2079,All ages,Total,United Kingdom,75233748.0
2080,  0-4,Total,United Kingdom,3452086.0
2080,  5-9,Total,United Kingdom,3544955.0
2080, 10-14,Total,United Kingdom,3574754.0
2080, 15-19,Total,United Kingdom,3658100.0
2080, 20-24,Total,United Kingdom,3980062.0
2080, 25-29,Total,United Kingdom,4296193.0
2080, 30-34,Total,United Kingdom,4493972.0
2080, 35-39,Total,United Kingdom,4526297.0
2080, 40-44,Total,United Kingdom,4400875.0
2080, 45-49,Total,United Kingdom,4308011.0
2080, 50-54,Total,United Kingdom,4311508.0
2080, 55-59,Total,United Kingdom,4324160.0
2080, 60-64,Total,United Kingdom,4662072.0
2080, 65-69,Total,United Kingdom,4773724.0
2080, 70-74,Total,United Kingdom,4426764.0
2080, 75-79,Total,United Kingdom,3771660.0
2080, 80-84,Total,United Kingdom,3420935.0
2080, 85-89,Total,United Kingdom,2752801.0
2080, 90-94,Total,United Kingdom,1752752.0
2080, 95-99,Total,United Kingdom,719846.0
2080, 100 & over,Total,United Kingdom,146425.0
2080,All ages,Total,United Kingdom,75297952.0
2081,  0-4,Total,United Kingdom,3450627.0
2081,  5-9,Total,United Kingdom,3553770.0
2081, 10-14,Total,United Kingdom,3585799.0
2081, 15-19,Total,United Kingdom,3660337.0
2081, 20-24,Total,United Kingdom,3965876.0
2081, 25-29,Total,United Kingdom,4268688.0
2081, 30-34,Total,United Kingdom,4474634.0
2081, 35-39,Total,United Kingdom,4538587.0
2081, 40-44,Total,United Kingdom,4434066.0
2081, 45-49,Total,United Kingdom,4319363.0
2081, 50-54,Total,United Kingdom,4308318.0
2081, 55-59,Total,United Kingdom,4314123.0
2081, 60-64,Total,United Kingdom,4559870.0
2081, 65-69,Total,United Kingdom,4763930.0
2081, 70-74,Total,United Kingdom,4498564.0
2081, 75-79,Total,United Kingdom,3826211.0
2081, 80-84,Total,United Kingdom,3407472.0
2081, 85-89,Total,United Kingdom,2747650.0
2081, 90-94,Total,United Kingdom,1789937.0
2081, 95-99,Total,United Kingdom,737190.0
2081, 100 & over,Total,United Kingdom,153744.0
2081,All ages,Total,United Kingdom,75358756.0
2082,  0-4,Total,United Kingdom,3446905.0
2082,  5-9,Total,United Kingdom,3560952.0
2082, 10-14,Total,United Kingdom,3597282.0
2082, 15-19,Total,United Kingdom,3665259.0
2082, 20-24,Total,United Kingdom,3955037.0
2082, 25-29,Total,United Kingdom,4242610.0
2082, 30-34,Total,United Kingdom,4451613.0
2082, 35-39,Total,United Kingdom,4544180.0
2082, 40-44,Total,United Kingdom,4465670.0
2082, 45-49,Total,United Kingdom,4336232.0
2082, 50-54,Total,United Kingdom,4307484.0
2082, 55-59,Total,United Kingdom,4312637.0
2082, 60-64,Total,United Kingdom,4464802.0
2082, 65-69,Total,United Kingdom,4722641.0
2082, 70-74,Total,United Kingdom,4569619.0
2082, 75-79,Total,United Kingdom,3909975.0
2082, 80-84,Total,United Kingdom,3373983.0
2082, 85-89,Total,United Kingdom,2755048.0
2082, 90-94,Total,United Kingdom,1820692.0
2082, 95-99,Total,United Kingdom,753582.0
2082, 100 & over,Total,United Kingdom,159853.0
2082,All ages,Total,United Kingdom,75416056.0
2083,  0-4,Total,United Kingdom,3441059.0
2083,  5-9,Total,United Kingdom,3566209.0
2083, 10-14,Total,United Kingdom,3608762.0
2083, 15-19,Total,United Kingdom,3672412.0
2083, 20-24,Total,United Kingdom,3947603.0
2083, 25-29,Total,United Kingdom,4218815.0
2083, 30-34,Total,United Kingdom,4425790.0
2083, 35-39,Total,United Kingdom,4542788.0
2083, 40-44,Total,United Kingdom,4494395.0
2083, 45-49,Total,United Kingdom,4358731.0
2083, 50-54,Total,United Kingdom,4309110.0
2083, 55-59,Total,United Kingdom,4313416.0
2083, 60-64,Total,United Kingdom,4382440.0
2083, 65-69,Total,United Kingdom,4684804.0
2083, 70-74,Total,United Kingdom,4595608.0
2083, 75-79,Total,United Kingdom,4009546.0
2083, 80-84,Total,United Kingdom,3358635.0
2083, 85-89,Total,United Kingdom,2765419.0
2083, 90-94,Total,United Kingdom,1833595.0
2083, 95-99,Total,United Kingdom,775157.0
2083, 100 & over,Total,United Kingdom,165548.0
2083,All ages,Total,United Kingdom,75469842.0
2084,  0-4,Total,United Kingdom,3433314.0
2084,  5-9,Total,United Kingdom,3569330.0
2084, 10-14,Total,United Kingdom,3619783.0
2084, 15-19,Total,United Kingdom,3681338.0
2084, 20-24,Total,United Kingdom,3943535.0
2084, 25-29,Total,United Kingdom,4198017.0
2084, 30-34,Total,United Kingdom,4398276.0
2084, 35-39,Total,United Kingdom,4534181.0
2084, 40-44,Total,United Kingdom,4519315.0
2084, 45-49,Total,United Kingdom,4386366.0
2084, 50-54,Total,United Kingdom,4313347.0
2084, 55-59,Total,United Kingdom,4310055.0
2084, 60-64,Total,United Kingdom,4323692.0
2084, 65-69,Total,United Kingdom,4639738.0
2084, 70-74,Total,United Kingdom,4611481.0
2084, 75-79,Total,United Kingdom,4090052.0
2084, 80-84,Total,United Kingdom,3359600.0
2084, 85-89,Total,United Kingdom,2774234.0
2084, 90-94,Total,United Kingdom,1849660.0
2084, 95-99,Total,United Kingdom,794310.0
2084, 100 & over,Total,United Kingdom,170550.0
2084,All ages,Total,United Kingdom,75520174.0
2085,  0-4,Total,United Kingdom,3423959.0
2085,  5-9,Total,United Kingdom,3570192.0
2085, 10-14,Total,United Kingdom,3629904.0
2085, 15-19,Total,United Kingdom,3691543.0
2085, 20-24,Total,United Kingdom,3942749.0
2085, 25-29,Total,United Kingdom,4180520.9999999995
2085, 30-34,Total,United Kingdom,4370285.0
2085, 35-39,Total,United Kingdom,4519538.0
2085, 40-44,Total,United Kingdom,4538521.0
2085, 45-49,Total,United Kingdom,4418225.0
2085, 50-54,Total,United Kingdom,4320661.0
2085, 55-59,Total,United Kingdom,4305461.0
2085, 60-64,Total,United Kingdom,4286839.0
2085, 65-69,Total,United Kingdom,4575692.0
2085, 70-74,Total,United Kingdom,4614843.0
2085, 75-79,Total,United Kingdom,4169420.0
2085, 80-84,Total,United Kingdom,3382514.0
2085, 85-89,Total,United Kingdom,2781333.0
2085, 90-94,Total,United Kingdom,1854682.0
2085, 95-99,Total,United Kingdom,813313.0
2085, 100 & over,Total,United Kingdom,176958.0
2085,All ages,Total,United Kingdom,75567153.0
2086,  0-4,Total,United Kingdom,3413360.0
2086,  5-9,Total,United Kingdom,3568744.0
2086, 10-14,Total,United Kingdom,3638722.0
2086, 15-19,Total,United Kingdom,3702597.0
2086, 20-24,Total,United Kingdom,3945016.0
2086, 25-29,Total,United Kingdom,4166384.0
2086, 30-34,Total,United Kingdom,4342871.0
2086, 35-39,Total,United Kingdom,4500345.0
2086, 40-44,Total,United Kingdom,4550937.0
2086, 45-49,Total,United Kingdom,4451523.0
2086, 50-54,Total,United Kingdom,4332293.0
2086, 55-59,Total,United Kingdom,4302797.0
2086, 60-64,Total,United Kingdom,4277738.0
2086, 65-69,Total,United Kingdom,4477076.0
2086, 70-74,Total,United Kingdom,4607457.0
2086, 75-79,Total,United Kingdom,4239895.0
2086, 80-84,Total,United Kingdom,3436903.0
2086, 85-89,Total,United Kingdom,2776465.0
2086, 90-94,Total,United Kingdom,1860208.0
2086, 95-99,Total,United Kingdom,836457.0
2086, 100 & over,Total,United Kingdom,183184.0
2086,All ages,Total,United Kingdom,75610972.0
2087,  0-4,Total,United Kingdom,3401892.0
2087,  5-9,Total,United Kingdom,3565033.0
2087, 10-14,Total,United Kingdom,3645909.0
2087, 15-19,Total,United Kingdom,3714088.0
2087, 20-24,Total,United Kingdom,3949965.0
2087, 25-29,Total,United Kingdom,4155587.9999999995
2087, 30-34,Total,United Kingdom,4316887.0
2087, 35-39,Total,United Kingdom,4477464.0
2087, 40-44,Total,United Kingdom,4556677.0
2087, 45-49,Total,United Kingdom,4483238.0
2087, 50-54,Total,United Kingdom,4349400.0
2087, 55-59,Total,United Kingdom,4302466.0
2087, 60-64,Total,United Kingdom,4277023.0
2087, 65-69,Total,United Kingdom,4385422.0
2087, 70-74,Total,United Kingdom,4569760.0
2087, 75-79,Total,United Kingdom,4309839.0
2087, 80-84,Total,United Kingdom,3516782.0
2087, 85-89,Total,United Kingdom,2755465.0
2087, 90-94,Total,United Kingdom,1874614.0
2087, 95-99,Total,United Kingdom,855416.0
2087, 100 & over,Total,United Kingdom,188899.0
2087,All ages,Total,United Kingdom,75651827.0
2088,  0-4,Total,United Kingdom,3389948.0
2088,  5-9,Total,United Kingdom,3559195.0
2088, 10-14,Total,United Kingdom,3651175.0
2088, 15-19,Total,United Kingdom,3725573.0
2088, 20-24,Total,United Kingdom,3957139.0
2088, 25-29,Total,United Kingdom,4148194.9999999995
2088, 30-34,Total,United Kingdom,4293185.0
2088, 35-39,Total,United Kingdom,4451789.0
2088, 40-44,Total,United Kingdom,4555450.0
2088, 45-49,Total,United Kingdom,4512081.0
2088, 50-54,Total,United Kingdom,4372102.0
2088, 55-59,Total,United Kingdom,4304557.0
2088, 60-64,Total,United Kingdom,4278527.0
2088, 65-69,Total,United Kingdom,4306200.0
2088, 70-74,Total,United Kingdom,4535193.0
2088, 75-79,Total,United Kingdom,4337323.0
2088, 80-84,Total,United Kingdom,3610963.0
2088, 85-89,Total,United Kingdom,2749834.0
2088, 90-94,Total,United Kingdom,1889606.0
2088, 95-99,Total,United Kingdom,865723.0
2088, 100 & over,Total,United Kingdom,196192.0
2088,All ages,Total,United Kingdom,75689950.0
2089,  0-4,Total,United Kingdom,3377910.0
2089,  5-9,Total,United Kingdom,3551469.0
2089, 10-14,Total,United Kingdom,3654298.0
2089, 15-19,Total,United Kingdom,3736602.0
2089, 20-24,Total,United Kingdom,3966088.0
2089, 25-29,Total,United Kingdom,4144161.0
2089, 30-34,Total,United Kingdom,4272483.0
2089, 35-39,Total,United Kingdom,4424414.0
2089, 40-44,Total,United Kingdom,4547027.0
2089, 45-49,Total,United Kingdom,4537136.0
2089, 50-54,Total,United Kingdom,4399917.0
2089, 55-59,Total,United Kingdom,4309227.0
2089, 60-64,Total,United Kingdom,4275942.0
2089, 65-69,Total,United Kingdom,4250078.0
2089, 70-74,Total,United Kingdom,4493451.0
2089, 75-79,Total,United Kingdom,4354938.0
2089, 80-84,Total,United Kingdom,3687649.0
2089, 85-89,Total,United Kingdom,2758611.0
2089, 90-94,Total,United Kingdom,1903882.0
2089, 95-99,Total,United Kingdom,877868.0
2089, 100 & over,Total,United Kingdom,202437.0
2089,All ages,Total,United Kingdom,75725588.0
2090,  0-4,Total,United Kingdom,3366178.0
2090,  5-9,Total,United Kingdom,3542128.0
2090, 10-14,Total,United Kingdom,3655164.0
2090, 15-19,Total,United Kingdom,3746731.0
2090, 20-24,Total,United Kingdom,3976311.0
2090, 25-29,Total,United Kingdom,4143416.0
2090, 30-34,Total,United Kingdom,4255064.0
2090, 35-39,Total,United Kingdom,4396574.0
2090, 40-44,Total,United Kingdom,4532581.0
2090, 45-49,Total,United Kingdom,4556496.0
2090, 50-54,Total,United Kingdom,4431922.0
2090, 55-59,Total,United Kingdom,4316949.0
2090, 60-64,Total,United Kingdom,4272141.0
2090, 65-69,Total,United Kingdom,4215320.0
2090, 70-74,Total,United Kingdom,4433347.0
2090, 75-79,Total,United Kingdom,4360790.0
2090, 80-84,Total,United Kingdom,3763239.0
2090, 85-89,Total,United Kingdom,2785354.0
2090, 90-94,Total,United Kingdom,1915419.0
2090, 95-99,Total,United Kingdom,884788.0
2090, 100 & over,Total,United Kingdom,209130.0
2090,All ages,Total,United Kingdom,75759042.0
2091,  0-4,Total,United Kingdom,3355067.0
2091,  5-9,Total,United Kingdom,3531543.0
2091, 10-14,Total,United Kingdom,3653722.0
2091, 15-19,Total,United Kingdom,3755564.0
2091, 20-24,Total,United Kingdom,3987375.0
2091, 25-29,Total,United Kingdom,4145720.9999999995
2091, 30-34,Total,United Kingdom,4240995.0
2091, 35-39,Total,United Kingdom,4369312.0
2091, 40-44,Total,United Kingdom,4513593.0
2091, 45-49,Total,United Kingdom,4569099.0
2091, 50-54,Total,United Kingdom,4465343.0
2091, 55-59,Total,United Kingdom,4328954.0
2091, 60-64,Total,United Kingdom,4270236.0
2091, 65-69,Total,United Kingdom,4207571.0
2091, 70-74,Total,United Kingdom,4339871.0
2091, 75-79,Total,United Kingdom,4356909.0
2091, 80-84,Total,United Kingdom,3831259.0
2091, 85-89,Total,United Kingdom,2838205.0
2091, 90-94,Total,United Kingdom,1919132.0
2091, 95-99,Total,United Kingdom,893930.0
2091, 100 & over,Total,United Kingdom,217130.0
2091,All ages,Total,United Kingdom,75790531.0
2092,  0-4,Total,United Kingdom,3344896.0
2092,  5-9,Total,United Kingdom,3520086.0
2092, 10-14,Total,United Kingdom,3650017.0
2092, 15-19,Total,United Kingdom,3762760.0
2092, 20-24,Total,United Kingdom,3998886.0
2092, 25-29,Total,United Kingdom,4150700.0
2092, 30-34,Total,United Kingdom,4230268.0
2092, 35-39,Total,United Kingdom,4343465.0
2092, 40-44,Total,United Kingdom,4490928.0
2092, 45-49,Total,United Kingdom,4575056.0
2092, 50-54,Total,United Kingdom,4497187.0
2092, 55-59,Total,United Kingdom,4346389.0
2092, 60-64,Total,United Kingdom,4270623.0
2092, 65-69,Total,United Kingdom,4207963.0
2092, 70-74,Total,United Kingdom,4253112.0
2092, 75-79,Total,United Kingdom,4324538.0
2092, 80-84,Total,United Kingdom,3899066.0
2092, 85-89,Total,United Kingdom,2911012.0
2092, 90-94,Total,United Kingdom,1911971.0
2092, 95-99,Total,United Kingdom,907808.0
2092, 100 & over,Total,United Kingdom,223589.0
2092,All ages,Total,United Kingdom,75820320.0
2093,  0-4,Total,United Kingdom,3335909.0
2093,  5-9,Total,United Kingdom,3508153.0
2093, 10-14,Total,United Kingdom,3644181.0
2093, 15-19,Total,United Kingdom,3768032.0
2093, 20-24,Total,United Kingdom,4010391.0
2093, 25-29,Total,United Kingdom,4157904.9999999995
2093, 30-34,Total,United Kingdom,4222939.0
2093, 35-39,Total,United Kingdom,4319897.0
2093, 40-44,Total,United Kingdom,4465474.0
2093, 45-49,Total,United Kingdom,4574064.0
2093, 50-54,Total,United Kingdom,4526190.0
2093, 55-59,Total,United Kingdom,4369369.0
2093, 60-64,Total,United Kingdom,4273389.0
2093, 65-69,Total,United Kingdom,4210492.0
2093, 70-74,Total,United Kingdom,4178408.0000000005
2093, 75-79,Total,United Kingdom,4294775.0
2093, 80-84,Total,United Kingdom,3928430.0
2093, 85-89,Total,United Kingdom,2995852.0
2093, 90-94,Total,United Kingdom,1916312.0
2093, 95-99,Total,United Kingdom,920606.0
2093, 100 & over,Total,United Kingdom,227863.0
2093,All ages,Total,United Kingdom,75848631.0
2094,  0-4,Total,United Kingdom,3328285.0
2094,  5-9,Total,United Kingdom,3496124.0
2094, 10-14,Total,United Kingdom,3636464.0
2094, 15-19,Total,United Kingdom,3771165.0
2094, 20-24,Total,United Kingdom,4021435.0
2094, 25-29,Total,United Kingdom,4166881.9999999995
2094, 30-34,Total,United Kingdom,4218964.0
2094, 35-39,Total,United Kingdom,4299329.0
2094, 40-44,Total,United Kingdom,4438310.0
2094, 45-49,Total,United Kingdom,4565907.0
2094, 50-54,Total,United Kingdom,4551422.0
2094, 55-59,Total,United Kingdom,4397413.0
2094, 60-64,Total,United Kingdom,4278703.0
2094, 65-69,Total,United Kingdom,4209030.0
2094, 70-74,Total,United Kingdom,4126069.0000000005
2094, 75-79,Total,United Kingdom,4257934.0
2094, 80-84,Total,United Kingdom,3948297.0
2094, 85-89,Total,United Kingdom,3065589.0
2094, 90-94,Total,United Kingdom,1932157.0
2094, 95-99,Total,United Kingdom,933414.0
2094, 100 & over,Total,United Kingdom,232796.0
2094,All ages,Total,United Kingdom,75875689.0
2095,  0-4,Total,United Kingdom,3322150.0
2095,  5-9,Total,United Kingdom,3484404.0
2095, 10-14,Total,United Kingdom,3627128.0
2095, 15-19,Total,United Kingdom,3772038.0
2095, 20-24,Total,United Kingdom,4031580.0
2095, 25-29,Total,United Kingdom,4177131.9999999995
2095, 30-34,Total,United Kingdom,4218275.0
2095, 35-39,Total,United Kingdom,4282026.0
2095, 40-44,Total,United Kingdom,4410700.0
2095, 45-49,Total,United Kingdom,4551743.0
2095, 50-54,Total,United Kingdom,4570997.0
2095, 55-59,Total,United Kingdom,4429607.0
2095, 60-64,Total,United Kingdom,4287025.0
2095, 65-69,Total,United Kingdom,4206373.0
2095, 70-74,Total,United Kingdom,4094319.0
2095, 75-79,Total,United Kingdom,4203671.0
2095, 80-84,Total,United Kingdom,3957583.0
2095, 85-89,Total,United Kingdom,3134345.0
2095, 90-94,Total,United Kingdom,1960554.0
2095, 95-99,Total,United Kingdom,943536.0
2095, 100 & over,Total,United Kingdom,236476.0
2095,All ages,Total,United Kingdom,75901662.0
2096,  0-4,Total,United Kingdom,3317569.0
2096,  5-9,Total,United Kingdom,3473305.0
2096, 10-14,Total,United Kingdom,3616547.0
2096, 15-19,Total,United Kingdom,3770606.0
2096, 20-24,Total,United Kingdom,4040433.0
2096, 25-29,Total,United Kingdom,4188224.0
2096, 30-34,Total,United Kingdom,4220628.0
2096, 35-39,Total,United Kingdom,4268068.0
2096, 40-44,Total,United Kingdom,4383652.0
2096, 45-49,Total,United Kingdom,4533065.0
2096, 50-54,Total,United Kingdom,4583846.0
2096, 55-59,Total,United Kingdom,4463201.0
2096, 60-64,Total,United Kingdom,4299565.0
2096, 65-69,Total,United Kingdom,4205559.0
2096, 70-74,Total,United Kingdom,4088493.0
2096, 75-79,Total,United Kingdom,4117886.0000000005
2096, 80-84,Total,United Kingdom,3958680.0
2096, 85-89,Total,United Kingdom,3197556.0
2096, 90-94,Total,United Kingdom,2007721.0
2096, 95-99,Total,United Kingdom,950276.0
2096, 100 & over,Total,United Kingdom,241701.0
2096,All ages,Total,United Kingdom,75926581.0
2097,  0-4,Total,United Kingdom,3314535.0
2097,  5-9,Total,United Kingdom,3463147.0
2097, 10-14,Total,United Kingdom,3605094.0
2097, 15-19,Total,United Kingdom,3766913.0
2097, 20-24,Total,United Kingdom,4047646.0
2097, 25-29,Total,United Kingdom,4199756.0
2097, 30-34,Total,United Kingdom,4225673.0
2097, 35-39,Total,United Kingdom,4257438.0
2097, 40-44,Total,United Kingdom,4358014.0
2097, 45-49,Total,United Kingdom,4510707.0
2097, 50-54,Total,United Kingdom,4590085.0
2097, 55-59,Total,United Kingdom,4495232.0
2097, 60-64,Total,United Kingdom,4317475.0
2097, 65-69,Total,United Kingdom,4206983.0
2097, 70-74,Total,United Kingdom,4090463.0
2097, 75-79,Total,United Kingdom,4038460.0
2097, 80-84,Total,United Kingdom,3934135.0
2097, 85-89,Total,United Kingdom,3261002.0
2097, 90-94,Total,United Kingdom,2067630.9999999998
2097, 95-99,Total,United Kingdom,951927.0
2097, 100 & over,Total,United Kingdom,248160.0
2097,All ages,Total,United Kingdom,75950476.0
2098,  0-4,Total,United Kingdom,3313010.0
2098,  5-9,Total,United Kingdom,3454168.0
2098, 10-14,Total,United Kingdom,3593165.0
2098, 15-19,Total,United Kingdom,3761093.0
2098, 20-24,Total,United Kingdom,4052934.0
2098, 25-29,Total,United Kingdom,4211294.0
2098, 30-34,Total,United Kingdom,4232916.0
2098, 35-39,Total,United Kingdom,4250213.0
2098, 40-44,Total,United Kingdom,4334647.0
2098, 45-49,Total,United Kingdom,4485574.0
2098, 50-54,Total,United Kingdom,4589415.0
2098, 55-59,Total,United Kingdom,4524437.0
2098, 60-64,Total,United Kingdom,4340846.0
2098, 65-69,Total,United Kingdom,4210732.0
2098, 70-74,Total,United Kingdom,4094447.0
2098, 75-79,Total,United Kingdom,3970556.0
2098, 80-84,Total,United Kingdom,3911430.0
2098, 85-89,Total,United Kingdom,3292104.0
2098, 90-94,Total,United Kingdom,2136442.0
2098, 95-99,Total,United Kingdom,960415.0
2098, 100 & over,Total,United Kingdom,253485.0
2098,All ages,Total,United Kingdom,75973323.0
2099,  0-4,Total,United Kingdom,3312896.0
2099,  5-9,Total,United Kingdom,3446552.0
2099, 10-14,Total,United Kingdom,3581145.0
2099, 15-19,Total,United Kingdom,3753385.0
2099, 20-24,Total,United Kingdom,4056093.0
2099, 25-29,Total,United Kingdom,4222362.0
2099, 30-34,Total,United Kingdom,4241941.0
2099, 35-39,Total,United Kingdom,4246329.0
2099, 40-44,Total,United Kingdom,4314263.0
